Symbol,Nazwa,Kurs,Zmiana%,Zmiana,Wolumen,Data
EXPE.US,EXPEDIA GROUP,122.63,+3.50%,4.15,2380000.0,14 lis
ROST.US,ROSS STORES,124.8,+1.99%,2.44,2380000.0,14 lis
VIR.US,VIR BIOTECHNOLOGY,9.86,+7.41%,0.68,2370000.0,14 lis
SWKS.US,SKYWORKS SOLUTIONS,92.85,+4.43%,3.94,2340000.0,14 lis
FLYW.US,FLYWIRE,22.5,+9.12%,1.88,2330000.0,14 lis
PHUN.US,PHUNWARE,0.1517,+2.92%,0.0043,2330000.0,14 lis
EXTR.US,EXTREME NETWORKS,17.01,+4.61%,0.75,2330000.0,14 lis
EA.US,ELECTRONIC ARTS,134.44,+1.33%,1.76,2330000.0,14 lis
QURE.US,UNIQURE,6.62,+10.33%,0.62,2320000.0,14 lis
NTLA.US,INTELLIA THERAPEUTICS,26.45,+11.09%,2.64,2320000.0,14 lis
CYTO.US,ALTAMIRA THERAPEUTICS,0.1,0.00%,0.0,2320000.0,14 lis
TTWO.US,TAKE-TWO INTERACTIVE SOFTWARE,153.4,+2.21%,3.31,2320000.0,14 lis
PRPL.US,PURPLE INNOVATION,0.61,+4.11%,0.0241,2310000.0,14 lis
MRAI.US,MARPAI,0.6399,-0.02%,-0.0001,2270000.0,14 lis
HOLX.US,HOLOGIC,71.94,+0.76%,0.54,2270000.0,14 lis
NEOG.US,NEOGEN,15.9,+8.53%,1.25,2260000.0,14 lis
TCBP.US,TC BIOPHARM HOLDINGS,0.4569,+11.71%,0.0479,2260000.0,14 lis
AZTA.US,AZENTA,54.45,+13.89%,6.64,2250000.0,14 lis
CSGP.US,COSTAR GROUP,82.74,+5.36%,4.21,2250000.0,14 lis
GFS.US,GLOBALFOUNDRIES,55.79,+7.02%,3.66,2240000.0,14 lis
SLDP.US,SOLID POWER,1.59,+8.90%,0.13,2240000.0,14 lis
PODD.US,INSULET,172.95,+5.64%,9.24,2220000.0,14 lis
ASMB.US,ASSEMBLY BIOSCIENCES,0.689,-1.50%,-0.0105,2220000.0,14 lis
GTLB.US,GITLAB,48.76,+7.85%,3.55,2220000.0,14 lis
LYEL.US,LYELL IMMUNOPHARMA,1.9,+22.58%,0.35,2220000.0,14 lis
CDNA.US,CAREDX,8.89,+12.25%,0.97,2210000.0,14 lis
KURA.US,KURA ONCOLOGY,9.2,+5.75%,0.5,2210000.0,14 lis
OM.US,OUTSET MEDICAL,4.96,+17.26%,0.73,2200000.0,14 lis
MBLY.US,MOBILEYE GLOBAL,40.14,+4.61%,1.77,2190000.0,14 lis
LXRX.US,LEXICON PHARMACEUTICALS,1.12,+4.67%,0.05,2190000.0,14 lis
HSIC.US,HENRY SCHEIN,68.9,+2.07%,1.4,2180000.0,14 lis
OPK.US,OPKO HEALTH,1.39,+8.59%,0.11,2180000.0,14 lis
ACIC.US,ARCHER AVIATION,9.46,+38.10%,2.61,2170000.0,14 lis
RILY.US,B RILEY FINANCIAL,24.2,+9.95%,2.19,2170000.0,14 lis
PCAR.US,PACCAR,90.67,+3.08%,2.71,2160000.0,14 lis
RUM.US,Rumble,4.74,+5.33%,0.24,2150000.0,14 lis
MVIS.US,MICROVISION,2.14,+8.63%,0.17,2140000.0,14 lis
ROVR.US,ROVER GROUP,8.03,+2.55%,0.2,2140000.0,14 lis
CLNE.US,CLEAN ENERGY FUELS,3.53,+7.62%,0.25,2140000.0,14 lis
BEAM.US,BEAM THERAPEUTICS,24.55,+11.90%,2.61,2130000.0,14 lis
CPRX.US,CATALYST PHARMACEUTICALS,13.38,+5.94%,0.75,2130000.0,14 lis
FATE.US,FATE THERAPEUTICS,2.31,+16.08%,0.32,2130000.0,14 lis
CNDT.US,CONDUENT,2.66,+7.69%,0.19,2130000.0,14 lis
DLTR.US,DOLLAR TREE,116.71,+3.96%,4.45,2120000.0,14 lis
HAIN.US,HAIN CELESTIAL GROUP,11.69,+5.79%,0.64,2120000.0,14 lis
FTRE.US,FORTREA HOLDINGS,32.48,+5.05%,1.56,2120000.0,14 lis
VRRM.US,VERRA MOBILITY,20.3,-1.02%,-0.21,2120000.0,14 lis
CIFR.US,CIPHER MINING,2.85,-1.04%,-0.03,2110000.0,14 lis
DNLI.US,DENALI THERAPEUTICS,19.13,+18.09%,2.93,2110000.0,14 lis
CMAX.US,CAREMAX,1.23,+7.89%,0.09,2110000.0,14 lis
BIDU.US,BAIDU,109.54,+2.17%,2.33,2110000.0,14 lis
TER.US,TERADYNE,90.65,+4.65%,4.03,2100000.0,14 lis
NTNX.US,NUTANIX,40.04,+3.30%,1.28,2080000.0,14 lis
TSLA.US,TESLA,242.84,+2.29%,5.43,150000000.0,15 lis
CISO.US,CISO GLOBAL,0.16,+67.36%,0.0644,119000000.0,15 lis
CMMB.US,Chemomab Therapeutics Ltd,0.817,+33.93%,0.207,76800000.0,15 lis
HSCS.US,HEART TEST LABORATORIES,0.15,-16.62%,-0.0299,68800000.0,15 lis
MARA.US,MARATHON DIGITAL HOLDINGS,10.24,+11.67%,1.07,64300000.0,15 lis
AMZN.US,AMAZON.COM,143.2,-1.78%,-2.6,63900000.0,15 lis
KNTE.US,KINNATE BIOPHARMA,2.5,+59.24%,0.93,62400000.0,15 lis
PLUG.US,PLUG POWER,4.35,+2.84%,0.12,60200000.0,15 lis
AMD.US,ADVANCED MICRO DEVICES,118.0,-1.57%,-1.88,59600000.0,15 lis
MCOM.US,MICROMOBILITY.COM,0.0208,-6.31%,-0.0014,58500000.0,15 lis
MULN.US,MULLEN AUTOMOTIVE,0.1784,-1.87%,-0.0034,54400000.0,15 lis
AAPL.US,APPLE,188.01,+0.30%,0.57,53800000.0,15 lis
GOEV.US,CANOO,0.2721,+0.78%,0.0021,52800000.0,15 lis
BETS.US,BIT BROTHER,0.0301,-2.90%,-0.0009,52600000.0,15 lis
RIVN.US,RIVIAN AUTOMOTIVE,17.24,+2.01%,0.34,52200000.0,15 lis
NVDA.US,NVIDIA,488.88,-1.55%,-7.68,47500000.0,15 lis
INTC.US,INTEL,40.61,+3.04%,1.2,47400000.0,15 lis
NKLA.US,NIKOLA,1.07,-1.83%,-0.02,44600000.0,15 lis
SOFI.US,SOFI TECHNOLOGIES,7.37,-1.47%,-0.11,40100000.0,15 lis
AAL.US,AMERICAN AIRLINES GROUP,12.42,+1.39%,0.17,37600000.0,15 lis
EBIX.US,EBIX,5.66,+57.66%,2.07,35900000.0,15 lis
SKIN.US,BEAUTY HEALTH,1.9,+36.69%,0.51,33400000.0,15 lis
JD.US,JD.COM,28.59,+7.04%,1.88,32299999.999999996,15 lis
CSCO.US,CISCO SYSTEMS,53.28,+0.21%,0.11,32200000.000000004,15 lis
RIOT.US,RIOT PLATFORMS,10.68,+9.76%,0.95,32000000.0,15 lis
MSFT.US,MICROSOFT,369.67,-0.16%,-0.6,26900000.0,15 lis
CGC.US,CANOPY GROWTH,0.5429,+2.13%,0.0113,26600000.0,15 lis
LCID.US,LUCID GROUP,4.22,+1.20%,0.05,26500000.0,15 lis
GOOGL.US,ALPHABET,134.62,+0.75%,1.0,23900000.0,15 lis
OPEN.US,OPENDOOR TECHNOLOGIES,2.47,+7.86%,0.18,23600000.0,15 lis
HRTX.US,HERON THERAPEUTICS,0.86,+59.26%,0.32,22200000.0,15 lis
WBD.US,WARNER BROS DISCOVERY,10.56,+1.15%,0.12,21900000.0,15 lis
ACRS.US,ACLARIS THERAPEUTICS,0.8017,+17.88%,0.1216,21100000.0,15 lis
SIRI.US,SIRIUS XM HOLDINGS,5.19,+6.13%,0.3,20900000.0,15 lis
NXU.US,NXU,0.0292,+5.42%,0.0015,19800000.0,15 lis
TSLL.US,Direxion Shares ETF Trust Dire,14.45,+3.51%,0.49,19800000.0,15 lis
AFRM.US,AFFIRM HOLDINGS,25.98,+1.64%,0.42,19700000.0,15 lis
GRAB.US,GRAB HOLDINGS,3.42,+3.01%,0.1,19100000.0,15 lis
CLSK.US,CLEANSPARK,4.15,+7.79%,0.3,18400000.0,15 lis
BITF.US,BITFARMS LTD/CANADA,1.3,+13.04%,0.15,18100000.0,15 lis
RUN.US,SUNRUN,11.59,+5.56%,0.61,17900000.0,15 lis
TLRY.US,TILRAY BRANDS,1.82,+5.20%,0.09,17900000.0,15 lis
TSHA.US,TAYSHA GENE THERAPIES,1.68,+26.32%,0.35,17800000.0,15 lis
DKNG.US,DRAFTKINGS,36.62,-1.11%,-0.41,17800000.0,15 lis
STNE.US,STONECO,13.56,+5.53%,0.71,17600000.0,15 lis
CMCSA.US,COMCAST,42.53,+1.58%,0.66,17100000.0,15 lis
AVTX.US,AVALO THERAPEUTICS,0.0988,-0.10%,-0.0001,16500000.0,15 lis
PTON.US,PELOTON INTERACTIVE,5.57,+8.37%,0.43,16399999.999999998,15 lis
GOOG.US,ALPHABET,136.38,+0.70%,0.95,15800000.0,15 lis
JBLU.US,JETBLUE AIRWAYS,4.55,+3.88%,0.17,15800000.0,15 lis
PYPL.US,PAYPAL HOLDINGS,58.25,+2.77%,1.57,15200000.0,15 lis
LYFT.US,LYFT,10.86,+3.33%,0.35,15200000.0,15 lis
TENX.US,TENAX THERAPEUTICS,0.499,-1.19%,-0.006,15100000.0,15 lis
FCEL.US,FUELCELL ENERGY,1.24,0.00%,0.0,14800000.0,15 lis
AGNC.US,AGNC INVESTMENT,8.67,0.00%,0.0,14800000.0,15 lis
SPRC.US,SciSparc Ltd,6.46,+48.17%,2.1,14600000.0,15 lis
CSX.US,CSX Corp,30.99,-0.39%,-0.12,14600000.0,15 lis
META.US,Meta Platforms,332.71,-1.07%,-3.6,14500000.0,15 lis
SOUN.US,SOUNDHOUND AI,2.23,+4.69%,0.1,14000000.0,15 lis
CRMD.US,CORMEDIX,3.33,+6.39%,0.2,13800000.0,15 lis
HBAN.US,HUNTINGTON BANCSHARES INC/OH,11.0,+1.66%,0.18,13400000.0,15 lis
AGIL.US,AGILETHOUGHT,0.0863,+4.10%,0.0034,13400000.0,15 lis
PGY.US,Pagaya Technologies Ltd,1.49,+1.36%,0.02,13300000.0,15 lis
HUT.US,HUT 8 MINING,2.0,+9.29%,0.17,13200000.0,15 lis
FFIE.US,FARADAY FUTURE INTELLIGENT ELECTRIC,0.675,-18.54%,-0.1536,13100000.0,15 lis
SLDB.US,SOLID BIOSCIENCES,2.725,+27.93%,0.595,12900000.0,15 lis
PTEN.US,PATTERSON-UTI ENERGY,11.92,-2.05%,-0.25,12900000.0,15 lis
IQ.US,IQIYI,5.25,+5.42%,0.27,12500000.0,15 lis
GLBE.US,GLOBAL-E ONLINE,28.75,-27.10%,-10.69,12100000.0,15 lis
COIN.US,COINBASE GLOBAL,98.15,+6.58%,6.06,12000000.0,15 lis
LAZR.US,LUMINAR TECHNOLOGIES,3.33,+13.27%,0.39,11800000.0,15 lis
PARA.US,PARAMOUNT GLOBAL,13.17,+5.19%,0.65,11600000.0,15 lis
WBA.US,WALGREENS BOOTS ALLIANCE,21.55,+2.18%,0.46,11600000.0,15 lis
HOOD.US,ROBINHOOD MARKETS,8.33,-2.00%,-0.17,11200000.0,15 lis
RXRX.US,RECURSION PHARMACEUTICALS,7.18,+11.15%,0.72,11100000.0,15 lis
OLK.US,OLINK HOLDING AB,25.78,+3.83%,0.95,11000000.0,15 lis
MGOL.US,MGO GLOBAL,0.596,+18.02%,0.091,10100000.0,15 lis
UAL.US,UNITED AIRLINES HOLDINGS,39.94,+1.42%,0.56,10100000.0,15 lis
MU.US,MICRON TECHNOLOGY,77.14,-0.04%,-0.03,9950000.0,15 lis
DISH.US,DISH NETWORK,3.46,+0.29%,0.01,9890000.0,15 lis
ATRA.US,ATARA BIOTHERAPEUTICS,0.3802,+9.32%,0.0324,9840000.0,15 lis
SIDU.US,SIDUS SPACE,0.0671,-22.87%,-0.0199,9670000.0,15 lis
UPST.US,UPSTART HOLDINGS,26.0,+2.24%,0.57,9660000.0,15 lis
PANW.US,Palo Alto Networks,256.18,-1.91%,-4.99,9580000.0,15 lis
VOD.US,VODAFONE GROUP,9.15,+0.33%,0.03,9430000.0,15 lis
GT.US,GOODYEAR TIRE & RUBBER,14.04,+2.78%,0.38,9340000.0,15 lis
RDFN.US,REDFIN,6.89,+11.13%,0.69,9020000.0,15 lis
MRVL.US,MARVELL TECHNOLOGY,57.17,+0.25%,0.14,8900000.0,15 lis
GMBL.US,ESPORTS ENTERTAINMENT GROUP,0.0373,-11.82%,-0.005,8750000.0,15 lis
PCT.US,PURECYCLE TECHNOLOGIES,4.21,+8.23%,0.32,8720000.0,15 lis
PDD.US,PDD HOLDINGS,114.42,+3.08%,3.42,8660000.0,15 lis
BLNK.US,BLINK CHARGING,4.44,+9.09%,0.37,8400000.0,15 lis
ROKU.US,ROKU,91.1,+3.41%,3.0,8350000.0,15 lis
ENPH.US,ENPHASE ENERGY,92.81,+1.55%,1.42,8210000.000000001,15 lis
JAGX.US,JAGUAR HEALTH,0.3817,+15.14%,0.0502,8199999.999999999,15 lis
MQ.US,MARQETA,6.02,-4.14%,-0.26,8180000.0,15 lis
ASTS.US,AST SPACEMOBILE,4.66,+23.61%,0.89,8150000.0,15 lis
BKR.US,BAKER HUGHES,34.66,-0.12%,-0.04,8080000.0,15 lis
ACB.US,AURORA CANNABIS,0.465,-0.30%,-0.0014,8039999.999999999,15 lis
RKLB.US,ROCKET LAB USA,4.4,+1.85%,0.08,8000000.0,15 lis
TSLA.US,TESLA,242.84,+2.29%,5.43,150000000.0,15 lis
CISO.US,CISO GLOBAL,0.16,+67.36%,0.0644,119000000.0,15 lis
CMMB.US,Chemomab Therapeutics Ltd,0.817,+33.93%,0.207,76800000.0,15 lis
HSCS.US,HEART TEST LABORATORIES,0.15,-16.62%,-0.0299,68800000.0,15 lis
MARA.US,MARATHON DIGITAL HOLDINGS,10.24,+11.67%,1.07,64300000.0,15 lis
AMZN.US,AMAZON.COM,143.2,-1.78%,-2.6,63900000.0,15 lis
KNTE.US,KINNATE BIOPHARMA,2.5,+59.24%,0.93,62400000.0,15 lis
PLUG.US,PLUG POWER,4.35,+2.84%,0.12,60200000.0,15 lis
AMD.US,ADVANCED MICRO DEVICES,118.0,-1.57%,-1.88,59600000.0,15 lis
MCOM.US,MICROMOBILITY.COM,0.0208,-6.31%,-0.0014,58500000.0,15 lis
MULN.US,MULLEN AUTOMOTIVE,0.1784,-1.87%,-0.0034,54400000.0,15 lis
AAPL.US,APPLE,188.01,+0.30%,0.57,53800000.0,15 lis
GOEV.US,CANOO,0.2721,+0.78%,0.0021,52800000.0,15 lis
BETS.US,BIT BROTHER,0.0301,-2.90%,-0.0009,52600000.0,15 lis
RIVN.US,RIVIAN AUTOMOTIVE,17.24,+2.01%,0.34,52200000.0,15 lis
NVDA.US,NVIDIA,488.88,-1.55%,-7.68,47500000.0,15 lis
INTC.US,INTEL,40.61,+3.04%,1.2,47400000.0,15 lis
NKLA.US,NIKOLA,1.07,-1.83%,-0.02,44600000.0,15 lis
SOFI.US,SOFI TECHNOLOGIES,7.37,-1.47%,-0.11,40100000.0,15 lis
AAL.US,AMERICAN AIRLINES GROUP,12.42,+1.39%,0.17,37600000.0,15 lis
EBIX.US,EBIX,5.66,+57.66%,2.07,35900000.0,15 lis
SKIN.US,BEAUTY HEALTH,1.9,+36.69%,0.51,33400000.0,15 lis
JD.US,JD.COM,28.59,+7.04%,1.88,32299999.999999996,15 lis
CSCO.US,CISCO SYSTEMS,53.28,+0.21%,0.11,32200000.000000004,15 lis
RIOT.US,RIOT PLATFORMS,10.68,+9.76%,0.95,32000000.0,15 lis
MSFT.US,MICROSOFT,369.67,-0.16%,-0.6,26900000.0,15 lis
CGC.US,CANOPY GROWTH,0.5429,+2.13%,0.0113,26600000.0,15 lis
LCID.US,LUCID GROUP,4.22,+1.20%,0.05,26500000.0,15 lis
GOOGL.US,ALPHABET,134.62,+0.75%,1.0,23900000.0,15 lis
OPEN.US,OPENDOOR TECHNOLOGIES,2.47,+7.86%,0.18,23600000.0,15 lis
HRTX.US,HERON THERAPEUTICS,0.86,+59.26%,0.32,22200000.0,15 lis
WBD.US,WARNER BROS DISCOVERY,10.56,+1.15%,0.12,21900000.0,15 lis
ACRS.US,ACLARIS THERAPEUTICS,0.8017,+17.88%,0.1216,21100000.0,15 lis
SIRI.US,SIRIUS XM HOLDINGS,5.19,+6.13%,0.3,20900000.0,15 lis
NXU.US,NXU,0.0292,+5.42%,0.0015,19800000.0,15 lis
TSLL.US,Direxion Shares ETF Trust Dire,14.45,+3.51%,0.49,19800000.0,15 lis
AFRM.US,AFFIRM HOLDINGS,25.98,+1.64%,0.42,19700000.0,15 lis
GRAB.US,GRAB HOLDINGS,3.42,+3.01%,0.1,19100000.0,15 lis
CLSK.US,CLEANSPARK,4.15,+7.79%,0.3,18400000.0,15 lis
BITF.US,BITFARMS LTD/CANADA,1.3,+13.04%,0.15,18100000.0,15 lis
RUN.US,SUNRUN,11.59,+5.56%,0.61,17900000.0,15 lis
TLRY.US,TILRAY BRANDS,1.82,+5.20%,0.09,17900000.0,15 lis
TSHA.US,TAYSHA GENE THERAPIES,1.68,+26.32%,0.35,17800000.0,15 lis
DKNG.US,DRAFTKINGS,36.62,-1.11%,-0.41,17800000.0,15 lis
STNE.US,STONECO,13.56,+5.53%,0.71,17600000.0,15 lis
CMCSA.US,COMCAST,42.53,+1.58%,0.66,17100000.0,15 lis
AVTX.US,AVALO THERAPEUTICS,0.0988,-0.10%,-0.0001,16500000.0,15 lis
PTON.US,PELOTON INTERACTIVE,5.57,+8.37%,0.43,16399999.999999998,15 lis
GOOG.US,ALPHABET,136.38,+0.70%,0.95,15800000.0,15 lis
JBLU.US,JETBLUE AIRWAYS,4.55,+3.88%,0.17,15800000.0,15 lis
PYPL.US,PAYPAL HOLDINGS,58.25,+2.77%,1.57,15200000.0,15 lis
LYFT.US,LYFT,10.86,+3.33%,0.35,15200000.0,15 lis
TENX.US,TENAX THERAPEUTICS,0.499,-1.19%,-0.006,15100000.0,15 lis
FCEL.US,FUELCELL ENERGY,1.24,0.00%,0.0,14800000.0,15 lis
AGNC.US,AGNC INVESTMENT,8.67,0.00%,0.0,14800000.0,15 lis
SPRC.US,SciSparc Ltd,6.46,+48.17%,2.1,14600000.0,15 lis
CSX.US,CSX Corp,30.99,-0.39%,-0.12,14600000.0,15 lis
META.US,Meta Platforms,332.71,-1.07%,-3.6,14500000.0,15 lis
SOUN.US,SOUNDHOUND AI,2.23,+4.69%,0.1,14000000.0,15 lis
CRMD.US,CORMEDIX,3.33,+6.39%,0.2,13800000.0,15 lis
HBAN.US,HUNTINGTON BANCSHARES INC/OH,11.0,+1.66%,0.18,13400000.0,15 lis
AGIL.US,AGILETHOUGHT,0.0863,+4.10%,0.0034,13400000.0,15 lis
PGY.US,Pagaya Technologies Ltd,1.49,+1.36%,0.02,13300000.0,15 lis
HUT.US,HUT 8 MINING,2.0,+9.29%,0.17,13200000.0,15 lis
FFIE.US,FARADAY FUTURE INTELLIGENT ELECTRIC,0.675,-18.54%,-0.1536,13100000.0,15 lis
SLDB.US,SOLID BIOSCIENCES,2.725,+27.93%,0.595,12900000.0,15 lis
PTEN.US,PATTERSON-UTI ENERGY,11.92,-2.05%,-0.25,12900000.0,15 lis
IQ.US,IQIYI,5.25,+5.42%,0.27,12500000.0,15 lis
GLBE.US,GLOBAL-E ONLINE,28.75,-27.10%,-10.69,12100000.0,15 lis
COIN.US,COINBASE GLOBAL,98.15,+6.58%,6.06,12000000.0,15 lis
LAZR.US,LUMINAR TECHNOLOGIES,3.33,+13.27%,0.39,11800000.0,15 lis
PARA.US,PARAMOUNT GLOBAL,13.17,+5.19%,0.65,11600000.0,15 lis
WBA.US,WALGREENS BOOTS ALLIANCE,21.55,+2.18%,0.46,11600000.0,15 lis
HOOD.US,ROBINHOOD MARKETS,8.33,-2.00%,-0.17,11200000.0,15 lis
RXRX.US,RECURSION PHARMACEUTICALS,7.18,+11.15%,0.72,11100000.0,15 lis
OLK.US,OLINK HOLDING AB,25.78,+3.83%,0.95,11000000.0,15 lis
MGOL.US,MGO GLOBAL,0.596,+18.02%,0.091,10100000.0,15 lis
UAL.US,UNITED AIRLINES HOLDINGS,39.94,+1.42%,0.56,10100000.0,15 lis
MU.US,MICRON TECHNOLOGY,77.14,-0.04%,-0.03,9950000.0,15 lis
DISH.US,DISH NETWORK,3.46,+0.29%,0.01,9890000.0,15 lis
ATRA.US,ATARA BIOTHERAPEUTICS,0.3802,+9.32%,0.0324,9840000.0,15 lis
SIDU.US,SIDUS SPACE,0.0671,-22.87%,-0.0199,9670000.0,15 lis
UPST.US,UPSTART HOLDINGS,26.0,+2.24%,0.57,9660000.0,15 lis
PANW.US,Palo Alto Networks,256.18,-1.91%,-4.99,9580000.0,15 lis
VOD.US,VODAFONE GROUP,9.15,+0.33%,0.03,9430000.0,15 lis
GT.US,GOODYEAR TIRE & RUBBER,14.04,+2.78%,0.38,9340000.0,15 lis
RDFN.US,REDFIN,6.89,+11.13%,0.69,9020000.0,15 lis
MRVL.US,MARVELL TECHNOLOGY,57.17,+0.25%,0.14,8900000.0,15 lis
GMBL.US,ESPORTS ENTERTAINMENT GROUP,0.0373,-11.82%,-0.005,8750000.0,15 lis
PCT.US,PURECYCLE TECHNOLOGIES,4.21,+8.23%,0.32,8720000.0,15 lis
PDD.US,PDD HOLDINGS,114.42,+3.08%,3.42,8660000.0,15 lis
BLNK.US,BLINK CHARGING,4.44,+9.09%,0.37,8400000.0,15 lis
ROKU.US,ROKU,91.1,+3.41%,3.0,8350000.0,15 lis
ENPH.US,ENPHASE ENERGY,92.81,+1.55%,1.42,8210000.000000001,15 lis
JAGX.US,JAGUAR HEALTH,0.3817,+15.14%,0.0502,8199999.999999999,15 lis
MQ.US,MARQETA,6.02,-4.14%,-0.26,8180000.0,15 lis
ASTS.US,AST SPACEMOBILE,4.66,+23.61%,0.89,8150000.0,15 lis
BKR.US,BAKER HUGHES,34.66,-0.12%,-0.04,8080000.0,15 lis
ACB.US,AURORA CANNABIS,0.465,-0.30%,-0.0014,8039999.999999999,15 lis
RKLB.US,ROCKET LAB USA,4.4,+1.85%,0.08,8000000.0,15 lis
CELH.US,CELSIUS HOLDINGS,51.59,-67.09%,-105.17,8000000.0,15 lis
SBUX.US,STARBUCKS,106.03,+0.41%,0.43,7980000.0,15 lis
QCOM.US,QUALCOMM,128.92,+1.22%,1.56,7790000.0,15 lis
BCDA.US,BIOCARDIA,0.945,-11.68%,-0.125,7520000.0,15 lis
HTZ.US,HERTZ GLOBAL HOLDINGS,8.79,+3.29%,0.28,7470000.0,15 lis
ESPR.US,ESPERION THERAPEUTICS,1.15,+5.50%,0.06,7270000.0,15 lis
MDLZ.US,MONDELEZ INT,69.99,-0.16%,-0.11,7260000.0,15 lis
KDP.US,KEURIG DR PEPPER,31.89,+0.03%,0.01,7160000.0,15 lis
ZI.US,ZOOMINFO TECHNOLOGIES,13.62,+2.48%,0.33,7150000.0,15 lis
GILD.US,GILEAD SCIENCES,75.04,+0.43%,0.32,7100000.0,15 lis
LMDX.US,LUMIRADX,0.0988,+9.78%,0.0088,6990000.0,15 lis
AUR.US,AURORA INNOVATION,2.09,-2.79%,-0.06,6970000.0,15 lis
VTRS.US,VIATRIS,9.36,+1.52%,0.14,6950000.0,15 lis
FTNT.US,FORTINET,51.06,-0.51%,-0.26,6950000.0,15 lis
AGEN.US,AGENUS,0.7377,+0.93%,0.0068,6890000.0,15 lis
ABNB.US,AIRBNB,128.35,+1.32%,1.67,6850000.0,15 lis
TGTX.US,TG THERAPEUTICS,11.27,+2.92%,0.32,6840000.0,15 lis
MTCH.US,MATCH GROUP,31.98,+3.93%,1.21,6840000.0,15 lis
EBAY.US,EBAY,40.62,+0.69%,0.28,6830000.0,15 lis
TWOU.US,2U,1.2,+20.00%,0.2,6790000.0,15 lis
CYTO.US,ALTAMIRA THERAPEUTICS,0.099,-1.00%,-0.001,6760000.0,15 lis
BILI.US,BILIBILI,15.2,+2.77%,0.41,6750000.0,15 lis
CFLT.US,CONFLUENT,19.91,+1.17%,0.23,6720000.0,15 lis
EXC.US,EXELON,39.67,+0.20%,0.08,6700000.0,15 lis
IMGN.US,IMMUNOGEN,15.64,-0.76%,-0.12,6670000.0,15 lis
MCHP.US,MICROCHIP TECHNOLOGY,82.5,+1.50%,1.22,6600000.0,15 lis
ENVX.US,ENOVIX,11.61,+3.48%,0.39,6460000.0,15 lis
KHC.US,KRAFT HEINZ,33.56,-0.06%,-0.02,6430000.0,15 lis
GMDA.US,GAMIDA CELL,0.365,-1.35%,-0.005,6410000.0,15 lis
AIRE.US,REALPHA TECH,12.2,+1.67%,0.2,6360000.0,15 lis
TTD.US,TRADE DESK,68.05,+0.62%,0.42,6300000.0,15 lis
LQR.US,LQR HOUSE,0.0614,-1.60%,-0.001,6250000.0,15 lis
CPRT.US,Copart,49.22,-0.95%,-0.47,6240000.0,15 lis
CHRS.US,COHERUS BIOSCIENCES,1.8,-1.10%,-0.02,6240000.0,15 lis
AZN.US,ASTRAZENECA,63.13,-1.71%,-1.1,6240000.0,15 lis
ON.US,ON SEMICONDUCTOR,71.13,+1.67%,1.17,6130000.0,15 lis
SABR.US,SABRE,3.76,+2.17%,0.08,6070000.0,15 lis
WULF.US,TERAWULF,1.09,+13.25%,0.1275,6030000.0,15 lis
TXN.US,TEXAS INSTRUMENTS,151.87,+1.29%,1.94,5960000.0,15 lis
ARRY.US,ARRAY TECHNOLOGIES,15.6,+1.96%,0.3,5920000.0,15 lis
Z.US,ZILLOW GROUP,40.54,+1.15%,0.46,5900000.0,15 lis
ABCM.US,ABCAM,23.26,+0.13%,0.03,5850000.0,15 lis
EOSE.US,EOS ENERGY ENTERPRISES,1.2,-1.64%,-0.02,5840000.0,15 lis
IBRX.US,IMMUNITYBIO,4.09,+12.67%,0.46,5820000.0,15 lis
INPX.US,Inpixon,0.069,-3.50%,-0.0025,5820000.0,15 lis
ARM.US,ARM HOLDINGS,55.43,+3.74%,2.0,5820000.0,15 lis
WKHS.US,WORKHORSE GROUP,0.41,+2.63%,0.0105,5810000.0,15 lis
SNDL.US,SNDL,1.5,-1.96%,-0.03,5730000.0,15 lis
EXPE.US,EXPEDIA GROUP,130.33,+6.28%,7.7,5690000.0,15 lis
ETSY.US,ETSY,71.74,+4.91%,3.36,5660000.0,15 lis
PEP.US,PEPSICO,167.25,-0.51%,-0.86,5610000.0,15 lis
SPWR.US,SUNPOWER,4.67,+6.38%,0.28,5570000.0,15 lis
KTRA.US,KINTARA THERAPEUTICS,0.3514,-2.90%,-0.0105,5540000.0,15 lis
ERIC.US,TELEFONAKTIEBOLAGET LM ERICSSON,4.87,+1.46%,0.07,5520000.0,15 lis
COMM.US,COMMSCOPE HOLDING,1.68,+11.26%,0.17,5520000.0,15 lis
IOVA.US,IOVANCE BIOTHERAPEUTICS,4.75,+0.85%,0.04,5500000.0,15 lis
PACB.US,PACIFIC BIOSCIENCES OF CALIFORNIA,7.81,+8.17%,0.59,5490000.0,15 lis
QRTEA.US,QURATE RETAIL,0.6482,+2.18%,0.0138,5480000.0,15 lis
GERN.US,GERON,1.94,+1.57%,0.03,5460000.0,15 lis
PENN.US,PENN ENTERTAINMENT,24.4,+1.62%,0.39,5410000.0,15 lis
LI.US,LI AUTO,40.53,+1.71%,0.68,5390000.0,15 lis
NVAX.US,NOVAVAX,6.2,-0.64%,-0.04,5370000.0,15 lis
FITB.US,FIFTH THIRD BANCORP,27.31,+2.36%,0.63,5320000.0,15 lis
WOOF.US,PETCO HEALTH & WELLNESS,3.74,-1.06%,-0.04,5260000.0,15 lis
DDOG.US,DATADOG,109.44,+0.39%,0.42,5200000.0,15 lis
LILM.US,LILIUM,0.9231,+9.79%,0.0823,5190000.0,15 lis
